ProteinID	Length	Start	End	Domain	Tool
Solyc01g106500	20aa	313	332	LRR	DeepLRR
Solyc01g106500	20aa	337	356	LRR	DeepLRR
Solyc01g106500	20aa	361	380	LRR	DeepLRR
Solyc01g106500	20aa	385	404	LRR	DeepLRR
Solyc01g106500	20aa	409	428	LRR	DeepLRR
Solyc01g106500	20aa	433	452	LRR	DeepLRR
Solyc01g106500	20aa	457	476	LRR	DeepLRR
Solyc01g106500	20aa	481	500	LRR	DeepLRR
Solyc01g106500	20aa	505	524	LRR	DeepLRR
Solyc01g106500	20aa	529	548	LRR	DeepLRR
Solyc01g106500	20aa	552	571	LRR	DeepLRR
Solyc01g107670	20aa	114	133	LRR	DeepLRR
Solyc01g107670	20aa	138	157	LRR	DeepLRR
Solyc01g107670	20aa	162	181	LRR	DeepLRR
Solyc01g107670	20aa	185	204	LRR	DeepLRR
Solyc01g107670	20aa	206	225	LRR	DeepLRR
Solyc01g107670	24aa	229	252	LRR	DeepLRR
Solyc01g107670	20aa	255	274	LRR	DeepLRR
Solyc01g107670	20aa	282	301	LRR	DeepLRR
Solyc01g107670	20aa	304	323	LRR	DeepLRR
Solyc01g107670	21aa	328	348	LRR	DeepLRR
Solyc01g107670	26aa	351	376	LRR	DeepLRR
Solyc03g019890	22aa	789	810	LRR	DeepLRR
Solyc03g019890	24aa	816	839	LRR	DeepLRR
Solyc03g019890	20aa	841	860	LRR	DeepLRR
Solyc03g031530	24aa	319	342	LRR	DeepLRR
Solyc03g031530	29aa	350	378	LRR	DeepLRR
Solyc03g031530	20aa	380	399	LRR	DeepLRR
Solyc03g031790	20aa	12	31	LRR	DeepLRR
Solyc03g031790	29aa	32	60	LRR	DeepLRR
Solyc03g031790	29aa	65	93	LRR	DeepLRR
Solyc03g031790	20aa	94	113	LRR	DeepLRR
Solyc03g082660	20aa	160	179	LRR	DeepLRR
Solyc03g082660	28aa	184	211	LRR	DeepLRR
Solyc03g082660	20aa	212	231	LRR	DeepLRR
Solyc04g014400	20aa	116	135	LRR	DeepLRR
Solyc04g014400	21aa	144	164	LRR	DeepLRR
Solyc04g014400	21aa	169	189	LRR	DeepLRR
Solyc04g014400	25aa	210	234	LRR	DeepLRR
Solyc04g014400	20aa	241	260	LRR	DeepLRR
Solyc04g014400	21aa	265	285	LRR	DeepLRR
Solyc04g014400	20aa	290	309	LRR	DeepLRR
Solyc04g014400	20aa	316	335	LRR	DeepLRR
Solyc04g014400	20aa	365	384	LRR	DeepLRR
Solyc04g014400	23aa	390	412	LRR	DeepLRR
Solyc04g014400	20aa	414	433	LRR	DeepLRR
Solyc04g014400	21aa	438	458	LRR	DeepLRR
Solyc04g014400	21aa	464	484	LRR	DeepLRR
Solyc04g014400	20aa	489	508	LRR	DeepLRR
Solyc04g014400	21aa	514	534	LRR	DeepLRR
Solyc04g014400	29aa	537	565	LRR	DeepLRR
Solyc04g014400	20aa	587	606	LRR	DeepLRR
Solyc04g014400	20aa	612	631	LRR	DeepLRR
Solyc04g014400	20aa	635	654	LRR	DeepLRR
Solyc04g014400	21aa	660	680	LRR	DeepLRR
Solyc04g014400	20aa	684	703	LRR	DeepLRR
Solyc04g014400	20aa	707	726	LRR	DeepLRR
Solyc04g014400	21aa	731	751	LRR	DeepLRR
Solyc04g014400	20aa	755	774	LRR	DeepLRR
Solyc04g014400	24aa	777	800	LRR	DeepLRR
Solyc04g014400	20aa	802	821	LRR	DeepLRR
Solyc04g014400	20aa	825	844	LRR	DeepLRR
Solyc04g014400	20aa	850	869	LRR	DeepLRR
Solyc04g014400	23aa	944	966	LRR	DeepLRR
Solyc04g014400	20aa	968	987	LRR	DeepLRR
Solyc04g014400	20aa	992	1011	LRR	DeepLRR
Solyc04g014400	20aa	1016	1035	LRR	DeepLRR
Solyc05g026240	20aa	107	126	LRR	DeepLRR
Solyc05g026240	20aa	131	150	LRR	DeepLRR
Solyc05g026240	20aa	155	174	LRR	DeepLRR
Solyc05g026240	20aa	179	198	LRR	DeepLRR
Solyc05g026240	20aa	202	221	LRR	DeepLRR
Solyc05g026240	20aa	225	244	LRR	DeepLRR
Solyc05g026240	21aa	251	271	LRR	DeepLRR
Solyc05g026240	20aa	274	293	LRR	DeepLRR
Solyc05g026240	20aa	298	317	LRR	DeepLRR
Solyc05g026240	20aa	322	341	LRR	DeepLRR
Solyc05g026240	20aa	342	361	LRR	DeepLRR
Solyc06g008300	20aa	96	115	LRR	DeepLRR
Solyc06g008300	20aa	120	139	LRR	DeepLRR
Solyc06g008300	20aa	144	163	LRR	DeepLRR
Solyc06g008300	20aa	168	187	LRR	DeepLRR
Solyc06g008300	20aa	192	211	LRR	DeepLRR
Solyc06g008300	20aa	216	235	LRR	DeepLRR
Solyc06g008300	20aa	246	265	LRR	DeepLRR
Solyc06g008300	20aa	270	289	LRR	DeepLRR
Solyc06g008300	20aa	294	313	LRR	DeepLRR
Solyc06g008300	20aa	318	337	LRR	DeepLRR
Solyc06g008300	20aa	342	361	LRR	DeepLRR
Solyc06g008300	20aa	366	385	LRR	DeepLRR
Solyc06g008300	20aa	390	409	LRR	DeepLRR
Solyc06g008300	20aa	414	433	LRR	DeepLRR
Solyc06g008300	20aa	438	457	LRR	DeepLRR
Solyc06g008300	20aa	462	481	LRR	DeepLRR
Solyc06g008300	20aa	486	505	LRR	DeepLRR
Solyc06g008300	20aa	510	529	LRR	DeepLRR
Solyc06g008300	20aa	534	553	LRR	DeepLRR
Solyc06g008300	20aa	558	577	LRR	DeepLRR
Solyc06g008300	20aa	582	601	LRR	DeepLRR
Solyc06g008300	20aa	606	625	LRR	DeepLRR
Solyc06g008300	20aa	630	649	LRR	DeepLRR
Solyc06g008300	21aa	654	674	LRR	DeepLRR
Solyc06g008300	24aa	676	699	LRR	DeepLRR
Solyc06g008300	20aa	704	723	LRR	DeepLRR
Solyc06g008300	20aa	767	786	LRR	DeepLRR
Solyc06g008300	20aa	791	810	LRR	DeepLRR
Solyc06g008300	20aa	815	834	LRR	DeepLRR
Solyc06g008300	20aa	839	858	LRR	DeepLRR
Solyc06g060520	27aa	89	115	LRR	DeepLRR
Solyc06g060520	20aa	121	140	LRR	DeepLRR
Solyc06g060520	20aa	145	164	LRR	DeepLRR
Solyc07g008590	20aa	116	135	LRR	DeepLRR
Solyc07g008590	20aa	142	161	LRR	DeepLRR
Solyc07g008590	20aa	168	187	LRR	DeepLRR
Solyc07g008590	21aa	192	212	LRR	DeepLRR
Solyc07g008590	20aa	217	236	LRR	DeepLRR
Solyc07g008590	22aa	245	266	LRR	DeepLRR
Solyc07g008590	20aa	270	289	LRR	DeepLRR
Solyc07g008590	20aa	293	312	LRR	DeepLRR
Solyc07g008590	20aa	317	336	LRR	DeepLRR
Solyc07g008590	20aa	345	364	LRR	DeepLRR
Solyc07g008590	21aa	369	389	LRR	DeepLRR
Solyc07g008590	20aa	393	412	LRR	DeepLRR
Solyc07g008590	20aa	416	435	LRR	DeepLRR
Solyc07g008590	20aa	440	459	LRR	DeepLRR
Solyc07g008590	20aa	462	481	LRR	DeepLRR
Solyc07g008590	27aa	483	509	LRR	DeepLRR
Solyc07g008590	20aa	535	554	LRR	DeepLRR
Solyc07g008590	20aa	559	578	LRR	DeepLRR
Solyc07g008590	20aa	584	603	LRR	DeepLRR
Solyc07g008590	20aa	608	627	LRR	DeepLRR
Solyc07g008590	20aa	628	647	LRR	DeepLRR
Solyc07g008590	25aa	651	675	LRR	DeepLRR
Solyc07g008590	20aa	676	695	LRR	DeepLRR
Solyc07g008590	20aa	700	719	LRR	DeepLRR
Solyc07g008590	20aa	724	743	LRR	DeepLRR
Solyc07g008590	20aa	749	768	LRR	DeepLRR
Solyc07g008590	20aa	773	792	LRR	DeepLRR
Solyc07g008590	20aa	843	862	LRR	DeepLRR
Solyc07g008590	20aa	867	886	LRR	DeepLRR
Solyc07g008590	20aa	891	910	LRR	DeepLRR
Solyc07g008590	20aa	915	934	LRR	DeepLRR
Solyc07g008590	20aa	942	961	LRR	DeepLRR
Solyc07g008600	20aa	85	104	LRR	DeepLRR
Solyc07g008600	20aa	112	131	LRR	DeepLRR
Solyc07g008600	20aa	136	155	LRR	DeepLRR
Solyc07g008600	20aa	161	180	LRR	DeepLRR
Solyc07g008600	21aa	185	205	LRR	DeepLRR
Solyc07g008600	20aa	210	229	LRR	DeepLRR
Solyc07g008600	22aa	238	259	LRR	DeepLRR
Solyc07g008600	20aa	263	282	LRR	DeepLRR
Solyc07g008600	21aa	286	306	LRR	DeepLRR
Solyc07g008600	20aa	310	329	LRR	DeepLRR
Solyc07g008600	20aa	339	358	LRR	DeepLRR
Solyc07g008600	20aa	362	381	LRR	DeepLRR
Solyc07g008600	20aa	386	405	LRR	DeepLRR
Solyc07g008600	20aa	409	428	LRR	DeepLRR
Solyc07g008600	22aa	433	454	LRR	DeepLRR
Solyc07g008600	20aa	481	500	LRR	DeepLRR
Solyc07g008600	20aa	505	524	LRR	DeepLRR
Solyc07g008600	20aa	529	548	LRR	DeepLRR
Solyc07g008600	20aa	554	573	LRR	DeepLRR
Solyc07g008600	20aa	577	596	LRR	DeepLRR
Solyc07g008600	20aa	598	617	LRR	DeepLRR
Solyc07g008600	20aa	622	641	LRR	DeepLRR
Solyc07g008600	20aa	646	665	LRR	DeepLRR
Solyc07g008600	20aa	670	689	LRR	DeepLRR
Solyc07g008600	20aa	694	713	LRR	DeepLRR
Solyc07g008600	20aa	719	738	LRR	DeepLRR
Solyc07g008600	20aa	743	762	LRR	DeepLRR
Solyc07g008600	20aa	813	832	LRR	DeepLRR
Solyc07g008600	20aa	837	856	LRR	DeepLRR
Solyc07g008600	20aa	861	880	LRR	DeepLRR
Solyc07g008600	20aa	885	904	LRR	DeepLRR
Solyc07g008600	20aa	912	931	LRR	DeepLRR
Solyc07g008620	24aa	119	142	LRR	DeepLRR
Solyc07g008620	20aa	144	163	LRR	DeepLRR
Solyc07g008620	20aa	168	187	LRR	DeepLRR
Solyc07g008620	21aa	192	212	LRR	DeepLRR
Solyc07g008620	22aa	217	238	LRR	DeepLRR
Solyc07g008620	20aa	245	264	LRR	DeepLRR
Solyc07g008620	21aa	271	291	LRR	DeepLRR
Solyc07g008620	20aa	295	314	LRR	DeepLRR
Solyc07g008620	21aa	320	340	LRR	DeepLRR
Solyc07g008620	20aa	348	367	LRR	DeepLRR
Solyc07g008620	20aa	371	390	LRR	DeepLRR
Solyc07g008620	21aa	395	415	LRR	DeepLRR
Solyc07g008620	23aa	418	440	LRR	DeepLRR
Solyc07g008620	20aa	441	460	LRR	DeepLRR
Solyc07g008620	21aa	465	485	LRR	DeepLRR
Solyc07g008620	21aa	490	510	LRR	DeepLRR
Solyc07g008620	20aa	514	533	LRR	DeepLRR
Solyc07g008620	20aa	563	582	LRR	DeepLRR
Solyc07g008620	20aa	587	606	LRR	DeepLRR
Solyc07g008620	20aa	632	651	LRR	DeepLRR
Solyc07g008620	20aa	656	675	LRR	DeepLRR
Solyc07g008620	20aa	680	699	LRR	DeepLRR
Solyc07g008620	20aa	703	722	LRR	DeepLRR
Solyc07g008620	20aa	727	746	LRR	DeepLRR
Solyc07g008620	20aa	752	771	LRR	DeepLRR
Solyc07g008620	20aa	805	824	LRR	DeepLRR
Solyc07g008620	20aa	825	844	LRR	DeepLRR
Solyc07g008620	20aa	849	868	LRR	DeepLRR
Solyc07g008620	20aa	873	892	LRR	DeepLRR
Solyc07g008620	20aa	897	916	LRR	DeepLRR
Solyc07g008620	26aa	918	943	LRR	DeepLRR
Solyc07g008620	29aa	946	974	LRR	DeepLRR
Solyc07g049370	25aa	157	181	LRR	DeepLRR
Solyc07g049370	25aa	184	208	LRR	DeepLRR
Solyc07g049370	20aa	215	234	LRR	DeepLRR
Solyc07g062700	28aa	307	334	LRR	DeepLRR
Solyc07g062700	23aa	337	359	LRR	DeepLRR
Solyc07g062700	20aa	361	380	LRR	DeepLRR
Solyc08g077430	20aa	333	352	LRR	DeepLRR
Solyc08g077430	20aa	359	378	LRR	DeepLRR
Solyc08g077430	28aa	387	414	LRR	DeepLRR
Solyc08g077740	20aa	89	108	LRR	DeepLRR
Solyc08g077740	20aa	117	136	LRR	DeepLRR
Solyc08g077740	20aa	138	157	LRR	DeepLRR
Solyc08g077740	29aa	163	191	LRR	DeepLRR
Solyc08g077740	20aa	192	211	LRR	DeepLRR
Solyc08g077740	20aa	213	232	LRR	DeepLRR
Solyc08g077740	20aa	239	258	LRR	DeepLRR
Solyc08g077740	23aa	265	287	LRR	DeepLRR
Solyc08g077740	20aa	289	308	LRR	DeepLRR
Solyc08g077740	20aa	313	332	LRR	DeepLRR
Solyc08g077740	20aa	337	356	LRR	DeepLRR
Solyc08g077740	20aa	361	380	LRR	DeepLRR
Solyc08g077740	20aa	385	404	LRR	DeepLRR
Solyc08g077740	20aa	409	428	LRR	DeepLRR
Solyc08g077740	20aa	433	452	LRR	DeepLRR
Solyc08g077740	20aa	457	476	LRR	DeepLRR
Solyc08g077740	20aa	481	500	LRR	DeepLRR
Solyc08g077740	23aa	505	527	LRR	DeepLRR
Solyc08g077740	21aa	528	548	LRR	DeepLRR
Solyc08g077740	21aa	551	571	LRR	DeepLRR
Solyc08g077740	20aa	575	594	LRR	DeepLRR
Solyc08g077740	20aa	600	619	LRR	DeepLRR
Solyc08g077740	23aa	622	644	LRR	DeepLRR
Solyc08g077740	20aa	646	665	LRR	DeepLRR
Solyc08g077740	27aa	668	694	LRR	DeepLRR
Solyc08g077740	21aa	696	716	LRR	DeepLRR
Solyc08g077740	20aa	763	782	LRR	DeepLRR
Solyc08g077740	20aa	787	806	LRR	DeepLRR
Solyc08g077740	20aa	811	830	LRR	DeepLRR
Solyc08g077740	20aa	835	854	LRR	DeepLRR
Solyc08g078650	20aa	93	112	LRR	DeepLRR
Solyc08g078650	20aa	116	135	LRR	DeepLRR
Solyc08g078650	20aa	145	164	LRR	DeepLRR
Solyc11g011180	25aa	256	280	LRR	DeepLRR
Solyc11g011180	25aa	281	305	LRR	DeepLRR
Solyc11g011180	20aa	307	326	LRR	DeepLRR
Solyc11g011180	21aa	331	351	LRR	DeepLRR
Solyc11g011180	21aa	356	376	LRR	DeepLRR
Solyc11g011180	20aa	406	425	LRR	DeepLRR
Solyc11g011180	20aa	427	446	LRR	DeepLRR
Solyc11g011180	20aa	452	471	LRR	DeepLRR
Solyc11g011180	26aa	472	497	LRR	DeepLRR
Solyc11g011180	24aa	498	521	LRR	DeepLRR
Solyc11g011180	20aa	523	542	LRR	DeepLRR
Solyc11g011180	20aa	548	567	LRR	DeepLRR
Solyc11g011180	20aa	572	591	LRR	DeepLRR
Solyc11g011180	20aa	595	614	LRR	DeepLRR
Solyc11g011180	20aa	615	634	LRR	DeepLRR
Solyc11g011180	24aa	637	660	LRR	DeepLRR
Solyc11g011180	20aa	661	680	LRR	DeepLRR
Solyc11g011180	20aa	684	703	LRR	DeepLRR
Solyc11g011180	20aa	708	727	LRR	DeepLRR
Solyc11g011180	29aa	769	797	LRR	DeepLRR
Solyc11g011180	20aa	801	820	LRR	DeepLRR
Solyc11g011180	20aa	825	844	LRR	DeepLRR
Solyc11g011180	20aa	849	868	LRR	DeepLRR
Solyc11g011180	20aa	873	892	LRR	DeepLRR
Solyc11g066620	20aa	241	260	LRR	DeepLRR
Solyc11g066620	25aa	264	288	LRR	DeepLRR
Solyc11g066620	27aa	289	315	LRR	DeepLRR
Solyc12g006980	20aa	130	149	LRR	DeepLRR
Solyc12g006980	20aa	151	170	LRR	DeepLRR
Solyc12g006980	20aa	178	197	LRR	DeepLRR
Solyc12g006980	20aa	202	221	LRR	DeepLRR
Solyc12g006980	20aa	225	244	LRR	DeepLRR
Solyc12g006980	20aa	248	267	LRR	DeepLRR
Solyc12g006980	20aa	272	291	LRR	DeepLRR
Solyc12g006980	20aa	296	315	LRR	DeepLRR
Solyc12g006980	21aa	320	340	LRR	DeepLRR
Solyc12g006980	20aa	344	363	LRR	DeepLRR
Solyc12g014420	24aa	155	178	LRR	DeepLRR
Solyc12g014420	25aa	182	206	LRR	DeepLRR
Solyc12g014420	20aa	213	232	LRR	DeepLRR

Potential LRR-RLP Proteins:
Solyc07g062700
Solyc03g031790
Solyc01g105770
Solyc11g066620
Solyc07g008620
Solyc05g026240
Solyc01g081410
Solyc01g107670
Solyc11g011180
Solyc07g049370
Solyc01g005730
Solyc03g031530
Solyc08g078650
Solyc01g106500
Solyc03g019890
Solyc07g008590
Solyc06g060520
Solyc08g077430
Solyc03g082660
Solyc04g014400
Solyc06g008300
Solyc12g006980
Solyc12g014420
Solyc08g077740
Solyc07g008600
